dev,singletons,controls,offset
22700.26062293898,4246186,21231018,1
22257.972659019557,4246186,21231017,-1
23629.591572974976,4246186,21231018,2
24887.96804096047,4246186,21231018,-2
10418.67518752181,4246186,21231018,3
10009.971875697353,4246185,21231017,-3
4350.055916118781,4246186,21231014,4
4131.756326707016,4246186,21231016,-4
901.4854645783635,4246186,21231017,5
860.4991897046916,4246186,21231016,-5
1109.2677980210865,4246186,21231016,6
1034.164920207295,4246184,21231016,-6
154.13545235181937,4246186,21231015,7
188.68209144510456,4246186,21231015,-7
19.66527556389974,4246186,21231015,8
15.772266000402851,4246186,21231014,-8
245.53068883027004,4246186,21231015,9
194.36158904707054,4246186,21231014,-9
91.83306155742622,4246186,21231015,10
65.38774149439496,4246186,21231015,-10
171.60390431257656,4246185,21231014,11
118.24258006552645,4246186,21231014,-11
120.39151476292409,4246186,21231014,12
15.854220861093154,4246186,21231012,-12
123.34287805002168,4246185,21231012,13
145.0436315760644,4246186,21231012,-13
399.6278354421056,4246186,21231012,14
348.7585145268158,4246186,21231012,-14
288.5343586632089,4246186,21231011,15
315.9549764537653,4246186,21231011,-15
340.8233131215861,4246185,21231011,16
275.64800137068784,4246186,21231011,-16
170.1147660168699,4246185,21231012,17
110.98830585194264,4246186,21231012,-17
190.43970076582218,4246186,21231010,18
202.07539508519744,4246186,21231008,-18
103.66768662933714,4246186,21231011,19
112.73048468499155,4246186,21231011,-19
234.23067008605176,4246186,21231011,20
204.4772200446423,4246186,21231011,-20
110.92116146296894,4246186,21231009,21
122.99273746426661,4246186,21231010,-21
11.021805394202488,4246186,21231009,22
29.912763044656458,4246186,21231012,-22
18.46448238211616,4246186,21231009,23
64.48003488572795,4246185,21231011,-23
20.60495303430372,4246186,21231008,24
9.432331533292995,4246186,21231012,-24
70.05346975737757,4246186,21231005,25
40.95898859039403,4246186,21231010,-25
80.00296472780974,4246186,21231006,26
151.72526219646352,4246186,21231012,-26
13.967478787996697,4246186,21231007,27
3.579430380856934,4246186,21231011,-27
14.215204700563262,4246186,21231005,28
12.074226988479687,4246186,21231011,-28
126.07089213432664,4246186,21231006,29
221.36756712107126,4246186,21231010,-29
21.280082404470704,4246186,21231006,30
23.549219331529912,4246186,21231010,-30
201.70404011924802,4246186,21231006,31
289.0936002949802,4246186,21231011,-31
222.68292617822453,4246185,21231005,32
203.54021017384542,4246186,21231009,-32
169.46787715283835,4246184,21231004,33
100.09154225638918,4246186,21231011,-33
65.94095644932668,4246184,21230998,34
64.67936423002539,4246186,21231010,-34
67.99121603906542,4246184,21230999,35
97.769020867383,4246185,21231009,-35
49.00477866934034,4246184,21230998,36
27.08437194520866,4246186,21231007,-36
4.0961065802632675,4246184,21230996,37
1.3623041073094555,4246186,21231008,-37
72.55494633554599,4246184,21230999,38
85.53237974600597,4246185,21231007,-38
102.94588128562373,4246184,21230998,39
109.4674317159047,4246185,21231007,-39
82.8319133542683,4246184,21230997,40
92.92309366101637,4246184,21231007,-40
177.15778750607205,4246184,21230997,41
179.08272992055936,4246184,21231005,-41
159.3345213092034,4246184,21230996,42
150.67685948265398,4246184,21231005,-42
247.66569385611547,4246185,21230998,43
213.281529566912,4246184,21231007,-43
124.42118101267624,4246185,21230998,44
117.62954207882649,4246184,21231005,-44
107.1889088522721,4246185,21230998,45
109.21742498404114,4246184,21231007,-45
42.79661139049813,4246185,21230998,46
21.81716193598072,4246184,21231004,-46
123.0364859884346,4246185,21230996,47
110.76600339392371,4246184,21231006,-47
151.9360027731871,4246184,21230996,48
132.0372808592606,4246184,21231006,-48
213.92139583884045,4246184,21230996,49
139.68657718469058,4246183,21231005,-49
86.0946565070908,4246184,21230996,50
48.68086787410243,4246184,21231004,-50
28.501553298457566,4246183,21230990,51
27.61976273775076,4246184,21231003,-51
100.99155554000754,4246184,21230991,52
127.99939667100023,4246184,21231002,-52
43.01477041083538,4246183,21230992,53
28.509654118279286,4246184,21231002,-53
45.60190551421226,4246184,21230992,54
51.50672722882541,4246184,21231003,-54
50.15527450608988,4246184,21230991,55
13.754422387784928,4246184,21231004,-55
4.788828188501782,4246184,21230993,56
3.195659409226039,4246184,21231003,-56
65.51583631136464,4246184,21230992,57
86.73433184665464,4246183,21231002,-57
85.99365319160847,4246184,21230991,58
70.58389884549115,4246185,21231001,-58
28.085930929283677,4246184,21230991,59
35.15967049847677,4246185,21231001,-59
6.463213247941042,4246183,21230990,60
2.375136592678217,4246185,21231002,-60
16.183881928106302,4246184,21230990,61
8.113708391946147,4246185,21231002,-61
192.8421819750156,4246184,21230990,62
75.83338543155793,4246185,21231002,-62
16.752526116505805,4246184,21230990,63
6.395094897199215,4246185,21231001,-63
